0.14825,0.046117,0.037264,0.16146,0.0020822,0.15085,0.10891,0.015009,0.15919,0.16121,0.15152,0.026097,0.044633,0.013321,0.077396,0.23696,0.38181,0.31457,0.33816,0.27937,0.20299,0.043732,0.13362,0.19292,0.18585,0.197,0.19025,0.41214,0.29205,0.30362,0.22395,0.1923,0.20025,0.037203,0.10356,0.074272,0.18702,0.072679,0.13115,0.086306,0.024543,0.031545,0.032849,0.14217,0.029412,0.17998,0.10637,0.025188,0.028322,0.15208
0.14603,0.064859,0.17624,0.11839,0.1025,0.13332,0.1521,0.04878,0.12683,0.1811,0.11596,0.13664,0.14542,0.1292,0.16132,0.32257,0.45519,0.39568,0.1578,0.22911,0.10228,0.0090926,0.018259,0.12874,0.24114,0.21734,0.45075,0.2914,0.19606,0.10299,0.040117,0.022183,0.0077971,0.026754,0.14735,0.19489,0.14653,0.1869,0.028517,0.038298,0.020315,0.18497,0.029291,0.038143,0.13293,0.18113,0.010309,0.17016,0.15691,0.12251
0.036223,0.17052,0.19912,0.066718,0.03423,0.077069,0.048388,0.027311,0.16924,0.15374,0.15852,0.17021,0.20083,0.18528,0.18673,0.1843,0.36025,0.30787,0.26619,0.2332,0.059441,0.19931,0.13021,0.098817,0.2147,0.16347,0.26666,0.35353,0.40551,0.20074,0.049506,0.098913,0.018378,0.050291,0.053785,0.15568,0.098604,0.10601,0.16441,0.036492,0.085316,0.0039056,0.0076523,0.028316,0.009619,0.084065,0.1563,0.13148,0.19512,0.041382
0.16624,0.081867,0.14267,0.16219,0.15081,0.10876,0.16227,0.088065,0.084261,0.060964,0.026551,0.027704,0.024907,0.027792,0.22427,0.17505,0.39518,0.45454,0.21358,0.25406,0.14454,0.19266,0.051244,0.039404,0.070619,0.26564,0.28142,0.32491,0.26364,0.16442,0.17193,0.053645,0.15496,0.16033,0.079037,0.19547,0.17472,0.099182,0.076719,0.11018,0.035893,0.094942,0.014223,0.076492,0.060071,0.095365,0.074407,0.19434,0.0059924,0.037425
0.14677,0.19909,0.039885,0.054433,0.096052,0.15615,0.089181,0.10778,0.05453,0.16216,0.095553,0.17262,0.055398,0.12265,0.29978,0.30565,0.31797,0.21886,0.30834,0.15903,0.22483,0.12617,0.21936,0.314,0.3327,0.2526,0.10852,0.19744,0.19166,0.10065,0.10595,0.02097,0.1424,0.086384,0.15841,0.025641,0.042928,0.021042,0.038822,0.078702,0.090353,0.095551,0.12058,0.16163,0.13411,0.095386,0.17933,0.077563,0.063177,0.080819
0.11349,0.028818,0.10822,0.18118,0.049327,0.032548,0.15312,0.19366,0.12695,0.15632,0.12989,0.057211,0.14225,0.051558,0.13759,0.27815,0.28806,0.32477,0.40979,0.27897,0.22135,0.13769,0.037354,0.20073,0.20021,0.12075,0.40411,0.27301,0.32985,0.20929,0.2029,0.12025,0.10126,0.0022283,0.18413,0.13119,0.0031262,0.10509,0.035732,0.0046825,0.076296,0.10055,0.088475,0.011404,0.043208,0.18902,0.19961,0.074918,0.17357,0.12816
0.044327,0.12595,0.085474,0.068721,0.1283,0.091546,0.090881,0.010257,0.12596,0.17005,0.064489,0.10984,0.014275,0.19216,0.22165,0.26246,0.40996,0.34465,0.302,0.12637,0.01085,0.026845,0.081988,0.058784,0.23998,0.37875,0.36302,0.35504,0.22514,0.11543,0.029245,0.16963,0.039571,0.032873,0.0049505,0.14584,0.1603,0.017355,0.021326,0.047431,0.16278,0.19057,0.029491,0.19296,0.12985,0.10841,0.13268,0.16206,0.16254,0.15392
0.12807,0.18216,0.10989,0.16017,0.15439,0.1607,0.055709,0.18384,0.078203,0.16518,0.1006,0.18978,0.059451,0.19884,0.29826,0.38533,0.36061,0.22966,0.16333,0.20211,0.012003,0.1155,0.0487,0.10894,0.28362,0.2834,0.28148,0.28998,0.17902,0.16141,0.12199,0.15463,0.11285,0.051705,0.19933,0.11734,0.02732,0.04019,0.10784,0.15295,0.16524,0.15218,0.079645,0.17118,0.19146,0.19095,0.095547,0.063574,0.021272,0.1569
0.11121,0.09415,0.011965,0.062289,0.093506,0.17794,0.15188,0.070257,0.074644,0.18313,0.15649,0.099457,0.10194,0.18341,0.22931,0.38979,0.41629,0.27568,0.18506,0.23231,0.15564,0.17277,0.18197,0.12222,0.15896,0.29694,0.40389,0.45567,0.22737,0.27676,0.12144,0.032224,0.087799,0.12884,0.098528,0.010883,0.14414,0.0087085,0.1844,0.0068241,0.18952,0.022815,0.18662,0.021249,0.085623,0.19659,0.11992,0.092374,0.032004,0.12868
0.17504,0.085447,0.1355,0.1036,0.14874,0.01466,0.15655,0.12967,0.071076,0.026829,0.14415,0.072053,0.12225,0.17362,0.2207,0.35508,0.33923,0.32626,0.18087,0.22698,0.20228,0.055168,0.20583,0.18336,0.23493,0.30111,0.29435,0.34989,0.17761,0.12301,0.03922,0.035454,0.008178,0.0599,0.024356,0.080102,0.011737,0.19935,0.085743,0.15772,0.032888,0.06575,0.0057354,0.013792,0.060111,0.11926,0.11999,0.065656,0.099102,0.14441
0.0031201,0.043795,0.01898,0.052097,0.011878,0.11195,0.12497,0.022936,0.13206,0.040302,0.021543,0.014466,0.19568,0.059591,0.13252,0.22724,0.36843,0.25225,0.18571,0.16913,0.16564,0.18676,0.1565,0.18042,0.31949,0.42141,0.26689,0.29326,0.15206,0.16597,0.065133,0.18916,0.10963,0.10916,0.14948,0.14536,0.18045,0.15238,0.0657,0.065752,0.081493,0.03512,0.13585,0.17111,0.068755,0.08417,0.046062,0.1378,0.046214,0.15885
0.14583,0.1854,0.025785,0.018406,0.003827,0.16486,0.16913,0.1301,0.13131,0.10429,0.13501,0.031675,0.11584,0.05634,0.30137,0.2676,0.2967,0.35585,0.22718,0.10315,0.088453,0.04171,0.029679,0.094872,0.24841,0.28631,0.36769,0.40896,0.28372,0.17803,0.013933,0.1099,0.073781,0.031515,0.10898,0.16695,0.10607,0.17724,0.095918,0.14157,0.17809,0.13811,0.046266,0.0020669,0.10948,0.0091579,0.16496,0.13502,0.16947,0.0073285
0.026637,0.19006,0.17694,0.050631,0.19184,0.079362,0.059682,0.085492,0.16051,0.19009,0.010201,0.07626,0.14225,0.16218,0.17137,0.16846,0.3427,0.41647,0.3644,0.27658,0.19415,0.14799,0.13752,0.16444,0.16901,0.29871,0.38879,0.29393,0.2726,0.14069,0.14864,0.063626,0.10245,0.059348,0.07668,0.19703,0.077129,0.03139,0.018516,0.03518,0.047388,0.179,0.16619,0.11362,0.0011434,0.14049,0.17677,0.17249,0.16929,0.050242
0.16023,0.17532,0.0031062,0.023913,0.096129,0.012088,0.11376,0.12868,0.15595,0.031025,0.05502,0.12415,0.18783,0.13489,0.15862,0.19804,0.21452,0.38308,0.21618,0.17811,0.22787,0.049795,0.18211,0.16364,0.12805,0.25714,0.44679,0.41,0.15312,0.14712,0.11358,0.048268,0.069565,0.13695,0.1121,0.19546,0.084529,0.18857,0.08213,0.043154,0.021891,0.1622,0.090498,0.1519,0.023027,0.085795,0.044817,0.022673,0.034881,0.06335
