1	18.586
2	26.582
3	32.559
4	33.87
5	28.97
6	30.227
7	25.645
8	35.141
9	32.487
10	34.155
11	32.84
12	28.932
13	35.569
14	35.183
15	31.341
16	28.339
17	34.724
18	35.49
19	31.54
20	26.062
21	22.168
22	21.686
23	24.823
24	33.606
25	31.6
26	34.025
27	42.099
28	38.764
29	33.308
30	35.967
31	33.909
32	31.72
33	25.665
34	31.954
35	31.201
36	34.507
37	36.853
38	35.684
39	30.565
40	26.005
41	23.453
42	27.346
43	35.146
44	34.308
45	37.988
46	41.226
47	38.14
48	31.947
49	30.562
50	31.363
51	31.39
52	27.907
53	35.507
54	38.55
55	40.444
56	35.801
57	38.967
58	37.581
59	37.381
60	33.52
61	31.162
62	25.729
63	29.341
64	26.689
65	25.053
66	24.777
67	33.333
68	38.334
69	40.264
70	37.567
71	40.062
72	43.615
73	38.263
74	35.71
75	37.505
76	36.051
77	38.942
78	29.7
79	30.812
80	31.912
81	30.423
82	30.452
83	25.348
84	23.977
85	31.284
86	27.555
87	32.35
88	32.757
89	38.619
90	46.081
91	43.115
92	40.324
93	40.045
94	37.315
95	32.549
96	37.902
97	21.93
98	24.729
99	33.653
100	31.762
101	31.027
102	31.898
103	37.879
104	38.125
105	31.516
106	30.278
107	30.845
108	30.905
109	35.249
110	26.562
111	24.806
112	20.719
113	33.461
114	28.952
115	35.438
116	37.748
117	32.659
118	37.137
119	41.508
120	42.465
121	41.474
122	37.086
123	35.183
124	29.909
125	27.909
126	26.945
127	24.011
128	29.382
129	33.136
130	32.67
131	35.409
132	36.04
133	32.507
134	26.253
135	25.513
136	26.51
137	33.486
138	29.561
139	30.12
140	28.704
141	25.965
142	24.008
143	24.412
144	31.682
145	37.747
146	32.639
147	23.753
148	15.234
149	16.393
150	23.932
151	27.007
152	34.153
153	29.022
154	26.443
155	26.618
156	33.913
157	30.735
158	22.52
159	27.035
160	24.911
161	20.141
162	19.522
163	28.588
164	30.564
165	29.467
166	31.758
167	39.226
168	33.18
169	24.42
170	35.213
171	36.896
172	35.561
173	28.37
174	30.998
175	29.014
176	35.551
177	34.608
178	26.205
179	23.083
180	29.009
181	22.073
182	26.574
183	28.958
184	32.616
185	26.739
186	22.59
187	22.618
188	25.29
189	26.506
190	27.644
191	24.142
192	21.975
193	24.649
194	30.866
195	34.131
196	30.247
197	35.209
198	31.042
199	30.962
200	27.586
201	35.781
202	24.617
203	28.003
204	25.023
205	24.916
206	30.482
207	26.297
208	27.37
209	20.546
210	22.705
211	18.659
212	22.275
213	26.278
214	20.244
215	19.771
216	28.917
217	36.441
218	33.784
219	29.024
220	28.89
221	25.285
222	27.431
223	23.256
224	27.285
225	28.998
226	28.257
227	22.7
228	23.056
229	25.379
230	25.676
231	24.616
232	27.768
233	24.037
234	28.362
235	18.111
236	17.747
237	16.53
238	25.39
239	27.508
240	24.156
241	32.85
242	31.211
243	25.553
244	27.828
245	28.119
246	29.947
247	28.026
248	25.993
249	28.135
250	30.273
251	31.791
252	25.831
253	34.892
254	38.707
255	29.858
256	24.875
257	22.93
258	24.352
259	28.845
260	25.701
261	24.083
262	22.738
263	27.373
264	29.018
265	31.03
266	24.168
267	21.712
268	22.569
269	21.73
270	23.388
271	25.605
272	25.957
273	26.591
274	31.093
275	29.2
276	31.761
277	28.062
278	27.402
279	23.057
280	25.202
281	21.339
282	26.142
283	23.669
284	30.764
285	29.358
286	24.699
287	22.574
288	22.77
289	17.312
290	25.094
291	27.644
292	27.524
293	27.079
294	21.387
295	21.935
296	21.998
297	22.528
298	23.719
299	18.471
300	18.26
301	18.736
302	23.049
303	27.473
304	22.387
305	23.923
306	26.364
307	19.954
308	16.909
309	18.75
310	23.626
311	23.275
312	26.403
313	27.946
314	25.851
315	21.441
316	23.214
317	20.337
318	16.489
319	20.368
320	19.28
321	20.113
322	24.486
323	18.177
324	20.255
325	18.95
326	18.19
327	22.556
328	22.127
329	23.773
330	21.59
331	25.764
332	22.603
333	19.519
334	21.741
335	21.356
336	25.825
337	22.185
338	21.341
339	25.831
340	23.196
341	21.759
342	20.343
343	22.349
344	23.038
345	25.419
346	27.338
347	22.004
348	22.387
349	22.845
350	19.945
351	25.642
352	28.426
353	23.374
354	23.756
355	25.833
356	21.434
357	25.184
358	21.668
359	23.235
360	23.366
361	24.24
362	21.73
363	24.811
364	26.287
365	24.572
366	25.72
367	22.791
368	17.847
369	21.053
370	24.849
371	20.065
372	19.258
373	26.872
374	26.539
375	24.997
376	26.275
377	24.368
378	22.964
379	18.213
380	16.03
381	20.817
382	23.788
383	22.233
384	22.019
385	16.844
386	20.745
387	21.381
388	22.297
389	20.96
390	21.551
391	22.008
392	21.067
393	15.517
394	17.038
395	16.088
396	16.281
397	23.446
398	16.046
399	22.943
400	22.221
401	21.439
402	20.588
403	25.617
404	30.668
405	29.836
406	25.796
407	26.479
408	24.492
409	24.877
410	28.855
411	28.282
412	22.33
413	21.99
414	17.46
415	19.738
416	25.651
417	23.195
418	20.252
419	22.302
420	22.468
421	21.526
422	21.885
423	20.703
424	20.817
425	10.728
426	20.143
427	22.796
428	23.249
429	26.539
430	26.871
431	22.672
432	20.247
433	18.356
434	17.358
435	24.298
436	21.864
437	22.557
438	21.182
439	16.858
440	25.936
441	25.336
442	21.912
443	22.925
444	26.404
445	23.266
446	28.813
447	24.594
448	20.761
449	11.341
450	7.211
451	11.225
452	12.084
453	4.3666
454	18.158
455	22.071
456	22.378
457	18.665
458	12.27
459	11.977
460	17.563
461	8.8282
462	17.704
463	22.451
464	21.219
465	0.47845
466	-8.4929
467	1.6194
468	8.3353
469	4.9714
470	19.292
471	21.078
472	23.487
473	20.984
474	14.567
475	9.776
476	8.0774
477	23.396
478	31.177
479	28.521
480	17.988
481	20.014
482	15.963
483	21.273
484	13.015
485	15.832
486	14.231
487	9.1693
488	14.201
489	12.578
490	9.8938
491	8.8291
492	1.5244
493	7.9194
494	15.256
495	21.312
496	29.387
497	25.918
498	16.4
499	6.9408
500	14.887
501	16.759
502	20.075
503	9.406
504	11.011
505	13.837
506	19.194
507	10.355
508	7.554
509	10.721
510	9.6318
511	12.228
512	20.328
513	21.088
514	10.361
515	4.3623
516	0.94964
517	20.659
518	22.245
519	6.2427
520	8.9981
521	15.646
522	12.033
523	26.377
524	18.549
525	31.882
526	21.052
527	18.86
528	5.6119
529	9.1318
530	16.795
531	18.178
532	8.7625
533	1.7234
534	7.0485
535	21.58
536	28.034
537	6.773
538	1.8285
539	14.109
540	9.485
541	3.0663
542	15.806
543	24.885
544	-0.92412
545	4.5709
546	2.1165
547	0.021304
548	25.982
549	31.163
550	5.3171
551	1.8633
552	-2.2418
553	-3.4726
554	7.5635
555	1.5152
556	-4.7253
557	0.82471
558	-10.515
559	2.4732
560	1.1835
561	5.7711
562	1.752
563	-1.6103
